bias	x,y,class
1	-176.36122419367905,165.23053898686453,0
1	-92.77340258054107,72.10522714389526,0
1	229.24695546057012,100.45537097376774,0
1	137.64866934678122,153.03402619502737,0
1	-207.14107248907382,-188.61114661924978,0
1	173.56190777112653,-96.00076988007649,0
1	-88.60943713693132,-21.035894950117978,0
1	2.227535333316382,101.63608654534255,0
1	-140.27373211107817,82.29958430244596,0
1	-182.47471094626516,-236.9482798165955,0
1	-151.59668807817735,-246.8148458694521,0
1	64.7698759964531,-243.4991835200042,0
1	-94.83728123419172,14.297676166921065,0
1	-145.3111823555856,-171.05074772967032,0
1	246.05138129652062,214.43650648402166,0
1	-174.67659041461724,124.73770726807902,0
1	190.54429819709117,-246.08577953334952,0
1	234.73537919904766,119.03600573213828,0
1	-14.721023275393975,-188.8731056008312,0
1	-199.99588521333533,145.84659561493396,0
1	-78.3361421904757,-21.552728280526964,0
1	212.20304563229251,-97.75937327897472,0
1	-97.06232044286855,-225.96575002764652,0
1	224.57090954998768,-117.40614017605844,0
1	-233.00756756639797,144.08050496186462,0
1	153.06920332790708,36.876785099955384,0
1	-76.41277532323122,-127.69200500191697,0
1	-204.1087648505658,-196.6111105756218,0
1	-35.3308021916618,247.56825394711564,0
1	-28.053058705834246,-245.87486382788114,0
1	-224.8801125003107,146.51304032130093,0
1	-196.27412991445613,-103.28184832397858,0
1	-243.02544026713068,53.46245025999394,0
1	144.60622375506557,-175.12211277131536,0
1	-19.753067312921587,113.14072245623225,0
1	78.17179886110415,222.6837930059284,0
1	-38.47350599497966,-9.910517642652053,1
1	-219.04734629304318,103.61083459093192,0
1	-19.80237057423068,120.76373765632201,0
1	-187.19190672470842,-9.153850372667591,0
1	173.40283142612276,-152.77740304621878,0
1	212.39306977061113,1.9960737227539482,0
1	14.26605130038331,149.3941783257274,0
1	-16.85763010784825,32.671534001745215,1
1	-243.84636858736724,-92.1956776324574,0
1	-123.2860203537388,177.4884513099907,0
1	-1.1724390533666735,239.1038956323851,0
1	-80.76958452751958,152.95198038759452,0
1	19.363119890016378,249.07589725635177,0
1	-85.2046703259906,137.5469870271309,0
1	13.2341320698103,86.75011701706927,0
1	-51.00389610732893,-204.31190063706146,0
1	-166.80954935866225,177.32934042977132,0
1	61.692511941740975,48.81142977819667,0
1	-40.33565360867203,220.49403850692772,0
1	193.61926207741698,22.585956403443163,0
1	7.867232662184392,-136.84832025085052,0
1	-95.92290661147135,240.60799186238933,0
1	247.49921220419276,-200.76452260061367,0
1	-224.04219010737486,-146.29878382375105,0
1	198.3097296678435,66.3432862316979,0
1	170.93738568458173,-173.93058280613133,0
1	-77.8055733636937,-78.83292435632123,0
1	-170.51118425785398,81.48917621533093,0
1	230.8917035097728,-210.09934903645583,0
1	31.29621839842116,79.0562821735819,0
1	-105.00981652289892,128.46319669559546,0
1	123.19974282412034,196.16240785077372,0
1	61.85373683942407,-240.50571383810444,0
1	-76.00972026874541,-23.402244022277472,0
1	244.22868460836168,-182.1724835917709,0
1	245.8537012602419,216.27111197249337,0
1	99.1918340282383,211.07246831423623,0
1	-186.30803625024035,-54.559772742843506,0
1	-230.092752960589,-243.99338457350822,0
1	-147.63266606570454,31.16651685065301,0
1	-154.41654688802137,-127.91467623875302,0
1	-59.06306293144576,-161.33466984670724,0
1	-216.24015584697275,-80.74860591690236,0
1	200.36051429098643,27.47414229346799,0
1	165.13249697864376,140.9651571326931,0
1	105.49452133518395,-71.49709609708754,0
1	213.22890134599533,-93.25465235750391,0
1	28.97455252046211,-199.42060639074938,0
1	9.56963388224807,-237.41230582863776,0
1	194.3396914632716,-3.5291397325529203,0
1	-113.64902147147922,19.16534692422357,0
1	18.355247346297517,-143.98482852161587,0
1	69.10991502549916,-32.936040205424234,0
1	127.2540629792644,-192.08870585924808,0
1	-174.07719120129866,-127.01437572852187,0
1	138.67997893496562,233.22820873575859,0
1	35.4257807870639,1.8267413518574642,1
1	-70.80277898424993,132.4088857681013,0
1	108.8673435960302,186.71564195703837,0
1	160.1893626339437,-136.75630206774593,0
1	-115.38989787183618,222.22170139809958,0
1	14.682669674304861,79.1263550989608,0
1	86.66153568743158,-197.55361813370513,0
1	-154.69346768495654,-227.59526452041757,0
1	155.52591323320627,-24.390257784241044,0
1	125.46003470402047,-19.50369995120488,0
1	27.074755403429435,-61.42262093739697,0
1	-231.82070819208627,-232.4159668148173,0
1	-6.904434337617005,-137.3494265132839,0
1	179.1004762071509,-204.81094076463685,0
1	-7.605992588004483,-59.476106295467304,0
1	-229.1828089395699,106.2933765151451,0
1	-109.07197626102976,241.8679258114381,0
1	27.2490345865441,-98.64210439553895,0
1	-26.58110272773129,108.45378662537388,0
1	155.46984121773852,237.62033864778908,0
1	-235.9415502911576,162.34888630443191,0
1	243.49053497881317,-96.48102134201591,0
1	19.588889591558996,-201.914142891355,0
1	-108.80207447913875,1.7926278238240627,0
1	2.838084507275738,1.2573531136078486,1
1	102.68652450019636,-101.65733475885773,0
1	68.51227274380398,-186.74514955298764,0
1	65.47400595383908,-65.1399099607728,0
1	-233.4061921346146,-34.05248366389674,0
1	121.66491193202313,64.89434894635309,0
1	136.94465161886836,-146.85385347624032,0
1	192.542795501172,13.125596757451035,0
1	-139.04096553894442,217.62033028175046,0
1	26.663432270804492,95.23806207507283,0
1	143.769858891384,-60.882699888094294,0
1	73.0572161987825,182.99855685109543,0
1	78.29297303513107,60.44830017514249,0
1	-70.84113258631402,-124.35746407364839,0
1	107.70361894468425,125.51798455536425,0
1	163.78661854393778,-137.35596694309027,0
1	200.69672914863406,-183.14883472573445,0
1	71.37989034193623,182.57282557334997,0
1	130.25273926473096,225.616410182381,0
1	105.2840624811572,-187.7661226524292,0
1	-170.0578738192985,228.2884592449479,0
1	12.388081523550682,-181.82247359114507,0
1	235.40938438430283,-82.32639790270713,0
1	-41.75052705365968,129.7745744294869,0
1	-130.00508089494411,165.3534704748559,0
1	-11.867442651904867,135.64731289965658,0
1	124.99646034844903,125.926814033146,0
1	241.44253803470633,-88.541688409626,0
1	-67.05669511261203,213.58335462321992,0
1	123.53109233760159,-97.3264321746698,0
1	83.66575055090311,101.0307083671367,0
1	209.48245668824296,138.09386165619276,0
1	-203.68342541254526,207.69566611044166,0
1	-61.904971861846946,-223.76337533011898,0
1	-21.163373275625162,132.62791538214725,0
1	122.75383990212737,214.97267277557978,0
1	195.18621538922378,-118.30801214450958,0
1	210.1152818401327,27.98999961685064,0
1	-4.701306461879483,111.11948370435539,0
1	142.50481768665742,162.65708207980515,0
1	166.08593831224363,106.52337123103217,0
1	-160.5226444301909,16.978302271142525,0
1	-155.75018932561218,116.12714630671712,0
1	228.03697532395768,-66.73317455746903,0
1	145.4898771411539,-127.66386916904149,0
1	98.35055115681882,-121.73056380861874,0
1	-4.302013100820176,3.46661418463313,1
1	56.58630651303116,-78.72663541841573,0
1	163.97921722768507,88.86767335963634,0
1	211.67285690209496,-220.0904668780973,0
1	48.70527760270386,190.70034168226493,0
1	-237.85975615312415,-50.7796184248422,0
1	105.54745547028938,-245.40885115205796,0
1	47.40310002966214,39.57990231768849,1
1	149.2755662119588,36.96288256239245,0
1	-138.8337919629441,-18.257373736801185,0
1	33.09865575062196,191.03945718117848,0
1	-199.2646045663974,-78.89707310991145,0
1	106.29489991934912,27.95351906341557,0
1	-1.299844914271091,-125.43283893562685,0
1	-83.20495628418067,-62.291810683483675,0
1	244.0035615854074,-208.40070194608438,0
1	236.35272242813767,117.78501330574312,0
1	16.57692996721778,-96.1069977664784,0
1	-128.56243963285925,34.06423538187477,0
1	13.380230847274447,13.785420981210962,1
1	108.16054600920586,247.3221127192014,0
1	29.98133081574258,21.075094821102653,1
1	70.46122059006154,-165.7887358924665,0
1	-74.78462278784863,85.40994451699055,0
1	-10.76568979400443,68.41536090276242,0
1	-42.188626498993244,135.95388801904033,0
1	-26.115697524912946,-138.81521105651439,0
1	-39.49653296099302,-5.7937525982434295,1
1	40.24794889499742,4.229932487323282,1
1	-155.35186485777436,234.22099771860564,0
1	157.2577724772562,96.00200348472401,0
1	126.374512890137,88.75264211822093,0
1	-140.82711216441078,156.75896479650214,0
1	-156.78535463819975,-226.28885229825048,0
1	-17.705253008788787,134.70014622600178,0
1	-7.662970550405873,-171.69583273718425,0
1	-129.02018653883306,120.88033387889249,0
1	-75.4486668975739,-8.649874188876964,0
1	58.31666446655339,-167.2025683251635,0
1	212.70359811002356,-193.48322852656656,0
1	140.6401144894055,11.531785827787587,0
1	64.52831282126692,-130.57624708253417,0
1	228.20450876230876,-6.66483031996151,0
1	106.52343380430347,-172.1717074571139,0
1	-232.17681506712455,-77.8143953775492,0
1	-94.782897200256,155.2176863823085,0
1	58.581091447355504,-46.28683606139583,0
1	-214.4904202572448,203.83116467299533,0
1	-168.00726639023955,-65.58860063177625,0
1	-174.17017305725523,-245.38488128299153,0
1	-117.9507333698403,148.82588550663695,0
1	-42.041215767120775,-79.65571547657069,0
1	178.73047993255176,182.23810632847557,0
1	-236.32561530450752,222.094535772242,0
1	115.65918848034386,134.54899213550084,0
1	-135.24205401580602,49.89584088808914,0
1	73.55544292411224,11.7473033635261,0
1	239.21171921326834,172.56704622533033,0
1	127.69969751854762,82.48411506497314,0
1	108.07373546545028,144.13120976802747,0
1	157.63517437393358,83.99509675364658,0
1	-200.50551171127302,59.407905468748254,0
1	-184.79685902319693,38.45743590650147,0
1	227.79355196053478,-18.792555146643622,0
1	204.1502884246883,-198.74159549876964,0
1	-173.9384171996299,-96.27075881400293,0
1	186.34171783477404,84.91434150801274,0
1	110.40193406817696,42.09737792231033,0
1	-226.51151590846874,190.85079263766914,0
1	-45.82249820749445,-83.1660523148654,0
1	-93.64737838868297,-183.51078092013407,0
1	0.42861362419176885,131.06198514614312,0
1	-199.3382638949558,-180.3741051392211,0
1	-63.71427098018506,-193.1081213634871,0
1	191.3636005026596,147.25480168493124,0
1	-29.12670108491139,119.0791933393341,0
1	75.17558607754313,171.17208672633313,0
1	-247.03838321052007,-87.22469465864629,0
1	-218.60640094263272,-236.9122855415134,0
1	19.87856614299568,-156.20661764069916,0
1	-27.462958498864992,-177.02210983618838,0
1	-189.6885222723894,-21.783639959617346,0
1	144.67500348285904,-37.66322397467991,0
1	-225.21400242657512,29.32342092606126,0
1	-224.9536197401124,-158.63470541744738,0
1	214.30659043641134,-221.82651217750987,0
1	-44.177540930104726,-211.95218358605433,0
1	63.73339031087539,-60.28327890921321,0
1	-228.24083057909738,81.3038043607562,0
1	-120.77068754204419,-214.0654519130783,0
1	207.3274105240081,-184.44882414211548,0
1	-239.33439075888901,132.8630656305172,0
1	85.70773096566506,-248.05600342399697,0
1	104.86116253090808,-183.94549468571725,0
1	106.56558338180264,-249.69116635073462,0
1	-18.70463073028239,-88.98920128367155,0
1	-103.13574216976284,-18.833392307569483,0
1	-100.75288780592402,-8.587769635224788,0
1	18.85281512633486,-217.68302403351586,0
1	-121.35745186008623,156.84019108961587,0
1	103.74410010266911,-58.37543132075916,0
1	71.35354100419926,-75.77904173479749,0
1	-219.13719148800004,219.18684362928036,0
1	-164.37323803211217,26.034165053747245,0
1	-101.06413791142072,-125.23248712930834,0
1	117.74813337865572,-225.71442267334095,0
1	-84.22036447440851,-97.12816090360104,0
1	61.56813399165304,180.91246189791622,0
1	-68.15389880718598,229.7130643297141,0
1	-69.65152151030057,246.4780323941643,0
1	16.72806155212163,-177.06344226538369,0
1	119.37975637073868,91.02412608475339,0
1	42.20217806411051,72.08838601029157,0
1	171.72958016944727,213.66656679043336,0
1	-29.489660255725965,75.39292423862685,0
1	-157.01343505780858,158.21215666124652,0
1	-159.78637929542955,-148.13484578319498,0
1	-238.89541359282458,-246.63226486824092,0
1	23.282529818640285,-216.78301357958813,0
1	-162.2180256705102,-5.492627176135187,0
1	-96.6866296143802,-188.83064128007442,0
1	155.8444121863647,98.38885249522684,0
1	-137.05289123064918,247.2470108731755,0
1	20.545490433808595,-126.60514362624924,0
1	-109.13619535631324,-139.3168748034289,0
1	-28.56225140750047,-172.01659878881128,0
1	-124.57167392906598,-179.54665600680624,0
1	182.72044935578066,-122.39537214650925,0
1	109.68575349788404,-4.834743201849847,0
1	13.83701410175155,226.73762492810158,0
1	-165.1209989477632,-101.27212424239539,0
1	231.43729321810218,-30.21200180321992,0
1	244.09346173855516,-246.1377170974769,0
1	-127.22823141859207,192.1288964415583,0
1	186.6962160879081,74.22340233644547,0
1	-147.95442576201668,-186.6601745890898,0
1	242.98126163252186,-163.28067298599558,0
1	-106.83812789287745,-153.07626597991293,0
1	-14.389124206622796,147.80131706366564,0
1	19.709762520415666,57.341496281947286,0
1	-116.02100949803469,-159.19831940910416,0
1	-120.08583128549049,-197.33579540226293,0
1	-233.3605715766948,160.30724133099943,0
1	130.98192987929758,57.401863525988404,0
1	-101.74286695778417,57.141613866703835,0
1	202.87112974649102,-154.33776739854372,0
1	70.57600389161894,-96.07686614372074,0
1	-206.34810837355388,-197.11906443931622,0
1	-32.39545845181868,-90.12018035947278,0
1	160.16190119453836,-26.392024527650705,0
1	193.0797795680965,105.71848685391427,0
1	-211.93255667553007,188.69227025131005,0
1	199.00879182277663,-230.84266941363944,0
1	-197.18471751721233,-53.0435635806063,0
1	-37.65205973393316,129.42335003432703,0
1	-84.76149015527241,240.04937891361288,0
1	48.85428432944451,134.1255169363301,0
1	-189.02816981200877,-40.86975521173207,0
1	199.80624742908537,178.52297822032608,0
1	14.50217092324175,-34.84903600638316,1
1	-192.57503308839196,229.690860320625,0
1	-62.809104616628815,-122.92737666875847,0
1	-37.537201540332035,184.95873990555788,0
1	-155.7313183469763,-79.54683132082002,0
1	-187.91422853787265,-192.61935592313628,0
1	137.26104836433933,94.53813529867006,0
1	9.952718187506719,5.025724233795273,1
1	-204.97391721842956,104.24020420970373,0
1	86.10794100865076,-106.57815455164976,0
1	-157.39191585884714,133.60688394400626,0
1	-228.2558391367917,-118.21459386725925,0
1	242.5833985747127,-185.48111512309583,0
1	232.91243154313383,-132.63024839134903,0
1	84.57625556522083,-144.5607437051001,0
1	17.349354743646018,-49.46862359372133,1
1	-242.93154387895154,180.61542682992786,0
1	138.99745009015658,236.01211442135133,0
1	8.837239262370133,-229.0611111478683,0
1	-8.027984489460835,-205.31964027458,0
1	4.507420923838993,-183.61856320258568,0
1	-4.18696456608879,-55.287744770764476,0
1	201.9993425798961,-192.32397130195773,0
1	52.54136710312832,241.99063410029436,0
1	-194.4997349586974,-198.14814630314743,0
1	-211.21852620045252,216.22817010406936,0
1	-74.81132112287892,155.31087767674046,0
1	78.65141133409554,-142.89626882494244,0
1	-24.086527421449404,-125.80590138886133,0
1	-88.28443590649891,-61.9674928725928,0
1	120.1400038269527,-28.434746816983534,0
1	152.1786535466601,-11.620753153831998,0
1	-78.12734442356205,246.597984665782,0
1	191.56720827513158,-120.8058595211487,0
1	156.782380127466,28.434183203626844,0
1	46.88160072568019,-70.95635645119057,0
1	-64.89261386781354,-28.19507159501893,0
1	-171.53472217466148,153.51263395517554,0
1	-209.58401878446801,-244.36907619572224,0
1	142.21680141292006,-235.10369210776432,0
1	-95.83482646035114,0.706535465095584,0
1	4.150488426395526,33.919061333292916,1
1	22.832013635980957,-159.76380026213667,0
1	-159.86863480875368,59.03596680520786,0
1	-201.49472366476306,-163.63039811791958,0
1	146.07763325962486,104.25809845144272,0
1	-217.92969951981289,79.91951222881391,0
1	-81.2732106203664,230.8808846249015,0
1	-36.39769934012716,17.656439409999734,1
1	136.5359310686386,-220.8174171267403,0
1	-77.16683255213559,-66.58646774851229,0
1	176.39527709334243,-236.64805283411988,0
1	-59.41578660201702,208.04200982175553,0
1	234.1803760966926,212.37912268964777,0
1	-204.90615401371176,29.238945453267434,0
1	15.917029135222833,78.77907290439651,0
1	159.09248196224183,-117.99792775962726,0
1	208.7917143493666,156.9683069757843,0
1	-234.1101534131616,-232.05695501857682,0
1	249.53635958920938,-111.83272876947541,0
1	236.79293822476353,-192.79187248805164,0
1	-178.36080262094467,-25.548176077133945,0
1	163.37617819091514,243.2844431654949,0
1	61.16379623218563,178.26693563961305,0
1	-137.92017918448266,-246.71436905377146,0
1	180.29460756925027,-28.088503470508726,0
1	243.81564735913508,-6.712770260851983,0
1	-164.99323000494275,141.8467143378977,0
1	137.06108656912784,-81.2484976029032,0
1	125.96852798230498,-78.09576073731199,0
1	181.77973696656233,28.02140657676614,0
1	-210.36628199970573,-14.798759184488148,0
1	-197.49363684601295,212.58123818588535,0
1	97.7346928467656,-34.26821460022168,0
1	198.55697149443762,-122.48339935540558,0
1	-145.25225482888115,213.28934507417046,0
1	164.98987491900937,213.37263189945497,0
1	-242.86751974443837,-160.31658387762204,0
1	-3.5101800943114085,76.40184084540743,0
1	-76.69528549395204,-174.70733043880483,0
1	77.90672863723887,-131.60915053725756,0
1	153.24514491183015,44.67085087258192,0
1	172.545458983574,169.35852252715114,0
1	30.79552079990708,18.660321683830375,1
1	-137.39518700759228,-19.563640442469108,0
